,Village,Village Latitude,Village Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,Venue Summary,Venue Type
1779,Hauz Khas,28.55109024047852,77.2040023803711,The Pink Room,28.55421458083684,77.19451162131492,Restaurant,This spot is popular,general
1780,Hauz Khas,28.55109024047852,77.2040023803711,Barista,28.54620089454029,77.1966135153469,Coffee Shop,This spot is popular,general
1781,Hauz Khas,28.55109024047852,77.2040023803711,NCUI Auditorium,28.55185616577759,77.21090587146992,Comedy Club,This spot is popular,general
1782,Hauz Khas,28.55109024047852,77.2040023803711,Elf,28.554418617865984,77.19471726087264,Lounge,This spot is popular,general
1783,Hauz Khas,28.55109024047852,77.2040023803711,Giani's,28.558240725618266,77.20282086715758,Ice Cream Shop,This spot is popular,general
1784,Hauz Khas,28.55109024047852,77.2040023803711,Annapurna Sweets,28.557955570212556,77.20728453157504,Dessert Shop,This spot is popular,general
1785,Hauz Khas,28.55109024047852,77.2040023803711,Twenty Ten,28.55830564032692,77.2063356660557,Indian Restaurant,This spot is popular,general
1786,Hauz Khas,28.55109024047852,77.2040023803711,Flaming Wok,28.5579805168114,77.20752595768253,Chinese Restaurant,This spot is popular,general
1787,Hauz Khas,28.55109024047852,77.2040023803711,Hong Kong Restaurant,28.557886460232915,77.20790213226385,Chinese Restaurant,This spot is popular,general
1788,Hauz Khas,28.55109024047852,77.2040023803711,My Kind of Street Cafe,28.546743388038585,77.19689733612822,Café,This spot is popular,general
1789,Hauz Khas,28.55109024047852,77.2040023803711,Spice Aangan,28.546448,77.196635,Indian Restaurant,This spot is popular,general
1790,Hauz Khas,28.55109024047852,77.2040023803711,Bootlegger,28.554689587134092,77.19493137333853,Bar,This spot is popular,general
1791,Hauz Khas,28.55109024047852,77.2040023803711,Sirifort Sports Complex,28.55382815566004,77.21301125068501,Athletics & Sports,This spot is popular,general
1792,Hauz Khas,28.55109024047852,77.2040023803711,Lópéra,28.55407737151527,77.19449947379903,Bakery,This spot is popular,general
1793,Hauz Khas,28.55109024047852,77.2040023803711,Lord of the Drinks Meadow,28.555542,77.195237,Bar,This spot is popular,general
1794,Hauz Khas,28.55109024047852,77.2040023803711,Chaayos,28.546475097128575,77.19677553303272,Tea Room,This spot is popular,general
1795,Hauz Khas Village,28.55384635925293,77.20524597167969,Naturals Ice Cream,28.550985981616485,77.20431471497969,Dessert Shop,This spot is popular,general
1796,Hauz Khas Village,28.55384635925293,77.20524597167969,Summer House Cafe,28.55240108901662,77.20376616228975,Other Nightlife,This spot is popular,general
1797,Hauz Khas Village,28.55384635925293,77.20524597167969,Gung The Palace,28.556827471063702,77.20529819359226,Korean Restaurant,This spot is popular,general
1798,Hauz Khas Village,28.55384635925293,77.20524597167969,Tamura,28.558153731025968,77.20635636990998,Japanese Restaurant,This spot is popular,general
1799,Hauz Khas Village,28.55384635925293,77.20524597167969,Hauz Khas Market,28.55135066099668,77.2070356188297,Market,This spot is popular,general
1800,Hauz Khas Village,28.55384635925293,77.20524597167969,Evergreen Sweets,28.556496952705977,77.20241126837641,Indian Restaurant,This spot is popular,general
1801,Hauz Khas Village,28.55384635925293,77.20524597167969,Adyar Ananda Bhavan,28.557293287865434,77.20250249360129,Indian Restaurant,This spot is popular,general
1802,Hauz Khas Village,28.55384635925293,77.20524597167969,Cafe 6,28.55250864374839,77.20859798188633,Karaoke Bar,This spot is popular,general
1803,Hauz Khas Village,28.55384635925293,77.20524597167969,Wimpy's,28.552043016557,77.2042771274286,Burger Joint,This spot is popular,general
1804,Hauz Khas Village,28.55384635925293,77.20524597167969,Hauz Khas Village,28.55431076151011,77.19513960172755,Market,This spot is popular,general
1805,Hauz Khas Village,28.55384635925293,77.20524597167969,Imperfecto,28.554657460762375,77.19509179298782,Mediterranean Restaurant,This spot is popular,general
1806,Hauz Khas Village,28.55384635925293,77.20524597167969,Green Park Market,28.557181024603604,77.20282086715758,Market,This spot is popular,general
1807,Hauz Khas Village,28.55384635925293,77.20524597167969,Coast Cafe,28.55477945382934,77.19521437173087,Café,This spot is popular,general
1808,Hauz Khas Village,28.55384635925293,77.20524597167969,Naivedyam,28.55498712481466,77.19510433587007,South Indian Restaurant,This spot is popular,general
1809,Hauz Khas Village,28.55384635925293,77.20524597167969,Mad Over Donuts,28.558574009468426,77.20213586225266,Donut Shop,This spot is popular,general
1810,Hauz Khas Village,28.55384635925293,77.20524597167969,Siri Fort Auditorium,28.553554115001425,77.2122701614752,Theater,This spot is popular,general
1811,Hauz Khas Village,28.55384635925293,77.20524597167969,Dunkin' Donuts,28.55587724141105,77.20207435069003,Donut Shop,This spot is popular,general
1812,Hauz Khas Village,28.55384635925293,77.20524597167969,Costa Coffee,28.55650440459185,77.20242044413786,Coffee Shop,This spot is popular,general
1813,Hauz Khas Village,28.55384635925293,77.20524597167969,Nagaland's Kitchen,28.557706136322118,77.20581285819608,Asian Restaurant,This spot is popular,general
1814,Hauz Khas Village,28.55384635925293,77.20524597167969,Tabula Beach,28.552467240365782,77.21301076247242,Bar,This spot is popular,general
1815,Hauz Khas Village,28.55384635925293,77.20524597167969,The Backyard,28.556496587827613,77.20631092664732,Bar,This spot is popular,general
1816,Hauz Khas Village,28.55384635925293,77.20524597167969,Domino's Pizza,28.556626404072333,77.20247306230945,Pizza Place,This spot is popular,general
1817,Hauz Khas Village,28.55384635925293,77.20524597167969,Green Park,28.558478312392,77.20444557137111,Park,This spot is popular,general
1818,Hauz Khas Village,28.55384635925293,77.20524597167969,Chopsticks,28.552319249512376,77.21311864664636,Chinese Restaurant,This spot is popular,general
1819,Hauz Khas Village,28.55384635925293,77.20524597167969,Kuzart Lane,28.554860105181422,77.19507783514828,Art Gallery,This spot is popular,general
1820,Hauz Khas Village,28.55384635925293,77.20524597167969,Big Fat Sandwich,28.553068,77.207794,Sandwich Place,This spot is popular,general
1821,Hauz Khas Village,28.55384635925293,77.20524597167969,Ogaan Coast Café,28.554770801551243,77.19519190570952,Indian Restaurant,This spot is popular,general
1822,Hauz Khas Village,28.55384635925293,77.20524597167969,Karnataka Restaurant,28.55926513417971,77.2069588862452,Indian Restaurant,This spot is popular,general
1823,Hauz Khas Village,28.55384635925293,77.20524597167969,Barista Lavazza,28.557503539512204,77.20670622982651,Coffee Shop,This spot is popular,general
1824,Hauz Khas Village,28.55384635925293,77.20524597167969,The Project,28.55571965336121,77.19549335515234,Italian Restaurant,This spot is popular,general
1825,Hauz Khas Village,28.55384635925293,77.20524597167969,Cafe Coffee Day,28.55553835432086,77.20191478729248,Coffee Shop,This spot is popular,general
1826,Hauz Khas Village,28.55384635925293,77.20524597167969,caf coffee day,28.558241441390486,77.20283423564403,Café,This spot is popular,general
1827,Hauz Khas Village,28.55384635925293,77.20524597167969,Hotel Ashtan Sarovar Portico,28.559491913079924,77.2064405571346,Hotel,This spot is popular,general
1828,Hauz Khas Village,28.55384635925293,77.20524597167969,Gulmohar Park Road,28.559250560613272,77.21340425065446,Park,This spot is popular,general
1829,Hauz Khas Village,28.55384635925293,77.20524597167969,CCD Lounge hauz khas,28.5510165493583,77.2076461090853,Coffee Shop,This spot is popular,general
1830,Hauz Khas Village,28.55384635925293,77.20524597167969,Pizza Hut,28.55627297324388,77.2022054858293,Pizza Place,This spot is popular,general
1831,Hauz Khas Village,28.55384635925293,77.20524597167969,Rosang Cafe & Store,28.557983528476793,77.20594264260683,Indian Restaurant,This spot is popular,general
1832,Hauz Khas Village,28.55384635925293,77.20524597167969,Cafe Coffee Day CCD,28.55760225859478,77.20652094808611,Coffee Shop,This spot is popular,general
1833,Hauz Khas Village,28.55384635925293,77.20524597167969,Junction,28.554196,77.206087,Bistro,This spot is popular,general
1834,Hauz Khas Village,28.55384635925293,77.20524597167969,Auro,28.552096301475096,77.20406050148468,Bistro,This spot is popular,general
1835,Hauz Khas Village,28.55384635925293,77.20524597167969,Manajsa,28.55041600117027,77.20524252055431,Bar,This spot is popular,general
1836,Hauz Khas Village,28.55384635925293,77.20524597167969,Giani's,28.558240725618266,77.20282086715758,Ice Cream Shop,This spot is popular,general
1837,Hauz Khas Village,28.55384635925293,77.20524597167969,NCUI Auditorium,28.55185616577759,77.21090587146992,Comedy Club,This spot is popular,general
1838,Hauz Khas Village,28.55384635925293,77.20524597167969,Green Park Metro Station,28.559646412983604,77.20692519878213,Light Rail Station,This spot is popular,general
1839,Hauz Khas Village,28.55384635925293,77.20524597167969,Sirifort Sports Complex,28.55382815566004,77.21301125068501,Athletics & Sports,This spot is popular,general
1840,Hauz Khas Village,28.55384635925293,77.20524597167969,Hot Box,28.560248029570904,77.2105802361386,Café,This spot is popular,general
1841,Hauz Khas Village,28.55384635925293,77.20524597167969,Lord of the Drinks Meadow,28.555542,77.195237,Bar,This spot is popular,general
1842,Jaitpur,28.502309799194336,77.32962799072266,CrazyFashionDeal,28.50069689306964,77.32750654220581,Clothing Store,This spot is popular,general
1843,Jamroodpur Village,28.642963409423828,77.11587524414062,Pirates of The Grill,28.64437068780949,77.11167380352475,BBQ Joint,This spot is popular,general
1844,Jamroodpur Village,28.642963409423828,77.11587524414062,Main Market Rajouri Garden,28.645728604671543,77.12126068889171,Market,This spot is popular,general
1845,Jamroodpur Village,28.642963409423828,77.11587524414062,Zara | जा़रा,28.64246808621033,77.10653617124635,Clothing Store,This spot is popular,general
1846,Jamroodpur Village,28.642963409423828,77.11587524414062,Anjlika Pastry Shop,28.642520980882544,77.12329387664795,Bakery,This spot is popular,general
1847,Jamroodpur Village,28.642963409423828,77.11587524414062,PVR Cinemas,28.642439020761362,77.10650038448208,Multiplex,This spot is popular,general
1848,Jamroodpur Village,28.642963409423828,77.11587524414062,Haldiram's,28.6424586594383,77.1065022497266,Indian Restaurant,This spot is popular,general
1849,Jamroodpur Village,28.642963409423828,77.11587524414062,Pacific Mall,28.642333976274138,77.10650390377636,Shopping Mall,This spot is popular,general
1850,Jamroodpur Village,28.642963409423828,77.11587524414062,Shiv Murti,28.63638844931407,77.11105120819529,Sculpture Garden,This spot is popular,general
1851,Jamroodpur Village,28.642963409423828,77.11587524414062,Starbucks,28.642140194894882,77.10662155044157,Coffee Shop,This spot is popular,general
1852,Jamroodpur Village,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.647672873345584,77.11986854552532,Donut Shop,This spot is popular,general
1853,Jamroodpur Village,28.642963409423828,77.11587524414062,Mad Over Donuts,28.64233575995254,77.10649583072777,Donut Shop,This spot is popular,general
1854,Jamroodpur Village,28.642963409423828,77.11587524414062,Carl's Jr.,28.64223988792683,77.10642659451979,Fast Food Restaurant,This spot is popular,general
1855,Jamroodpur Village,28.642963409423828,77.11587524414062,AMPM Cafè and Bar,28.647697136503293,77.1199503622103,Café,This spot is popular,general
1856,Jamroodpur Village,28.642963409423828,77.11587524414062,Pirates Of Grill,28.647457664213135,77.1182942511344,BBQ Joint,This spot is popular,general
1857,Jamroodpur Village,28.642963409423828,77.11587524414062,Gloria Jean's Coffees,28.642222516770108,77.10666720344585,Café,This spot is popular,general
1858,Jamroodpur Village,28.642963409423828,77.11587524414062,Pind Balluchi,28.647641867628284,77.12035608652683,Indian Restaurant,This spot is popular,general
1859,Jamroodpur Village,28.642963409423828,77.11587524414062,Lifestyle Store,28.642456716012106,77.10651248983024,Shopping Mall,This spot is popular,general
1860,Jamroodpur Village,28.642963409423828,77.11587524414062,The California Boulevard,28.647734971643725,77.12004976458275,Diner,This spot is popular,general
1861,Jamroodpur Village,28.642963409423828,77.11587524414062,Bikanerwala,28.648670512180882,77.12272854612813,Indian Restaurant,This spot is popular,general
1862,Jamroodpur Village,28.642963409423828,77.11587524414062,McDonald's,28.649892855335075,77.12079131649215,Fast Food Restaurant,This spot is popular,general
1863,Jamroodpur Village,28.642963409423828,77.11587524414062,Dunkin' Donuts,28.642628,77.10658,Donut Shop,This spot is popular,general
1864,Jamroodpur Village,28.642963409423828,77.11587524414062,PVR Premiere,28.642450976245378,77.10660880282632,Multiplex,This spot is popular,general
1865,Jamroodpur Village,28.642963409423828,77.11587524414062,Wok In the Clouds,28.647384257623433,77.1193295511815,Pub,This spot is popular,general
1866,Jamroodpur Village,28.642963409423828,77.11587524414062,Spaghetti Kitchen,28.642186662979878,77.10660453958414,Italian Restaurant,This spot is popular,general
1867,Jamroodpur Village,28.642963409423828,77.11587524414062,Cocoa,28.642321947670553,77.10677785902901,Restaurant,This spot is popular,general
1868,Jamroodpur Village,28.642963409423828,77.11587524414062,Cafe Coffee Day,28.649834123094454,77.12154099560865,Café,This spot is popular,general
1869,Jamroodpur Village,28.642963409423828,77.11587524414062,Salt Food Court,28.64247688550462,77.10656411173467,Food Court,This spot is popular,general
1870,Jamroodpur Village,28.642963409423828,77.11587524414062,Costa Coffee,28.642346058969466,77.10641535587305,Coffee Shop,This spot is popular,general
1871,Jamroodpur Village,28.642963409423828,77.11587524414062,Punjab Grill,28.637146983152814,77.11997963508,Indian Restaurant,This spot is popular,general
1872,Jamroodpur Village,28.642963409423828,77.11587524414062,KFC,28.64247785090306,77.10656089623558,Fast Food Restaurant,This spot is popular,general
1873,Jamroodpur Village,28.642963409423828,77.11587524414062,Hinglish - The Colonial Cafe,28.642616483231667,77.10683575671433,Restaurant,This spot is popular,general
1874,Jamroodpur Village,28.642963409423828,77.11587524414062,sardar ji malai chaap wale,28.642816557335692,77.11379891961627,Indian Restaurant,This spot is popular,general
1875,Jamroodpur Village,28.642963409423828,77.11587524414062,McDonald's,28.649929761886597,77.1209442615509,Fast Food Restaurant,This spot is popular,general
1876,Jamroodpur Village,28.642963409423828,77.11587524414062,Tanishq,28.646660969530853,77.11792879669525,Jewelry Store,This spot is popular,general
1877,Jamroodpur Village,28.642963409423828,77.11587524414062,Godrej Nature's Basket,28.640467888967883,77.12052464649221,Gourmet Shop,This spot is popular,general
